Company Name,Channel Type,Cover Type,Duration_bucket,Value
Asteron Life & Superannuation Limited,Group Ordinary,Death,> 2 months to 6 months,0.0
Asteron Life & Superannuation Limited,Group Ordinary,Death,> 12 months,0.0
ClearView Life Assurance Limited,Individual Non-Advised,Death,0-2 weeks,49.4
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 6 months to 12 months,6.3
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,34.2
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 2 months to 6 months,8.9
ClearView Life Assurance Limited,Individual Non-Advised,Death,> 12 months,1.3
ClearView Life Assurance Limited,Individual Non-Advised,Funeral,0-2 weeks,56.1
ClearView Life Assurance Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,1.8
ClearView Life Assurance Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,26.3
ClearView Life Assurance Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,12.3
ClearView Life Assurance Limited,Individual Non-Advised,Funeral,> 12 months,3.5
ClearView Life Assurance Limited,Individual Advised,DII,0-2 weeks,50.6
ClearView Life Assurance Limited,Individual Advised,DII,> 6 months to 12 months,3.1
ClearView Life Assurance Limited,Individual Advised,DII,> 2 weeks to 2 months,37.4
ClearView Life Assurance Limited,Individual Advised,DII,> 2 months to 6 months,8.6
ClearView Life Assurance Limited,Individual Advised,DII,> 12 months,0.3
ClearView Life Assurance Limited,Individual Advised,Trauma,0-2 weeks,71.5
ClearView Life Assurance Limited,Individual Advised,Trauma,> 6 months to 12 months,2.4
ClearView Life Assurance Limited,Individual Advised,Trauma,> 2 weeks to 2 months,18.7
ClearView Life Assurance Limited,Individual Advised,Trauma,> 2 months to 6 months,7.3
ClearView Life Assurance Limited,Individual Advised,Trauma,> 12 months,0.0
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,0-2 weeks,95.6
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 2 weeks to 2 months,3.6
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 2 months to 6 months,0.8
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Accident,> 12 months,0.0
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,0-2 weeks,86.5
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 6 months to 12 months,0.4
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 2 weeks to 2 months,10.9
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 2 months to 6 months,1.7
H C F Life Insurance Company Pty Ltd,Individual Non-Advised,Trauma,> 12 months,0.5
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,0-2 weeks,69.0
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 6 months to 12 months,0.4
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 2 weeks to 2 months,21.9
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 2 months to 6 months,7.9
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,CCI,> 12 months,0.8
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,Trauma,0-2 weeks,0.0
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,Trauma,> 6 months to 12 months,0.0
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,Trauma,> 2 weeks to 2 months,0.0
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,Trauma,> 2 months to 6 months,0.0
Hallmark Life Insurance Company Ltd.,Individual Non-Advised,Trauma,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,0-2 weeks,46.9
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 6 months to 12 months,2.4
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 2 weeks to 2 months,34.0
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 2 months to 6 months,15.3
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Death,> 12 months,1.4
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,0-2 weeks,41.9
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 6 months to 12 months,1.8
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 2 weeks to 2 months,47.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 2 months to 6 months,6.0
Hannover Life Re of Australasia Ltd,Individual Non-Advised,DII,> 12 months,2.9
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,0-2 weeks,95.1
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 6 months to 12 months,0.2
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 2 weeks to 2 months,4.0
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 2 months to 6 months,0.4
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Funeral,> 12 months,0.3
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,0-2 weeks,52.2
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 6 months to 12 months,1.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 2 weeks to 2 months,38.8
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 2 months to 6 months,7.5
Hannover Life Re of Australasia Ltd,Individual Non-Advised,Trauma,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Death,0-2 weeks,81.7
Hannover Life Re of Australasia Ltd,Group Super,Death,> 6 months to 12 months,0.9
Hannover Life Re of Australasia Ltd,Group Super,Death,> 2 weeks to 2 months,14.8
Hannover Life Re of Australasia Ltd,Group Super,Death,> 2 months to 6 months,2.5
Hannover Life Re of Australasia Ltd,Group Super,Death,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,DII,0-2 weeks,29.6
Hannover Life Re of Australasia Ltd,Group Super,DII,> 6 months to 12 months,0.7
Hannover Life Re of Australasia Ltd,Group Super,DII,> 2 weeks to 2 months,57.5
Hannover Life Re of Australasia Ltd,Group Super,DII,> 2 months to 6 months,9.9
Hannover Life Re of Australasia Ltd,Group Super,DII,> 12 months,2.4
Hannover Life Re of Australasia Ltd,Group Super,TPD,0-2 weeks,17.5
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 6 months to 12 months,14.0
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 2 weeks to 2 months,24.9
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 2 months to 6 months,38.6
Hannover Life Re of Australasia Ltd,Group Super,TPD,> 12 months,4.9
Hannover Life Re of Australasia Ltd,Group Super,Trauma,0-2 weeks,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 6 months to 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 2 weeks to 2 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 2 months to 6 months,0.0
Hannover Life Re of Australasia Ltd,Group Super,Trauma,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,0-2 weeks,87.7
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 6 months to 12 months,1.8
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 2 weeks to 2 months,8.8
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 2 months to 6 months,1.8
Hannover Life Re of Australasia Ltd,Group Ordinary,Death,> 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,0-2 weeks,73.8
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 6 months to 12 months,0.0
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 2 weeks to 2 months,23.5
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 2 months to 6 months,2.6
Hannover Life Re of Australasia Ltd,Group Ordinary,DII,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,Death,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,DII,> 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Trauma,0-2 weeks,0.0
Integrity Life Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,0.0
Integrity Life Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,0.0
Integrity Life Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,0.0
Integrity Life Australia Limited,Individual Advised,Trauma,> 12 months,0.0
MetLife Insurance Limited,Individual Non-Advised,CCI,0-2 weeks,46.1
MetLife Insurance Limited,Individual Non-Advised,CCI,> 6 months to 12 months,0.0
MetLife Insurance Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,45.5
MetLife Insurance Limited,Individual Non-Advised,CCI,> 2 months to 6 months,8.4
MetLife Insurance Limited,Individual Non-Advised,CCI,> 12 months,0.0
MetLife Insurance Limited,Individual Advised,TPD,0-2 weeks,0.0
MetLife Insurance Limited,Individual Advised,TPD,> 6 months to 12 months,0.0
MetLife Insurance Limited,Individual Advised,TPD,> 2 weeks to 2 months,0.0
MetLife Insurance Limited,Individual Advised,TPD,> 2 months to 6 months,0.0
MetLife Insurance Limited,Individual Advised,TPD,> 12 months,0.0
MetLife Insurance Limited,Group Super,Death,0-2 weeks,81.2
MetLife Insurance Limited,Group Super,Death,> 6 months to 12 months,0.4
MetLife Insurance Limited,Group Super,Death,> 2 weeks to 2 months,14.8
MetLife Insurance Limited,Group Super,Death,> 2 months to 6 months,3.4
MetLife Insurance Limited,Group Super,Death,> 12 months,0.3
MetLife Insurance Limited,Group Super,DII,0-2 weeks,29.3
MetLife Insurance Limited,Group Super,DII,> 6 months to 12 months,1.5
MetLife Insurance Limited,Group Super,DII,> 2 weeks to 2 months,50.4
MetLife Insurance Limited,Group Super,DII,> 2 months to 6 months,18.5
MetLife Insurance Limited,Group Super,DII,> 12 months,0.3
MetLife Insurance Limited,Group Super,TPD,0-2 weeks,13.5
MetLife Insurance Limited,Group Super,TPD,> 6 months to 12 months,17.3
MetLife Insurance Limited,Group Super,TPD,> 2 weeks to 2 months,25.0
MetLife Insurance Limited,Group Super,TPD,> 2 months to 6 months,38.7
MetLife Insurance Limited,Group Super,TPD,> 12 months,5.4
MetLife Insurance Limited,Group Ordinary,DII,0-2 weeks,48.2
MetLife Insurance Limited,Group Ordinary,DII,> 6 months to 12 months,1.2
MetLife Insurance Limited,Group Ordinary,DII,> 2 weeks to 2 months,39.8
MetLife Insurance Limited,Group Ordinary,DII,> 2 months to 6 months,10.4
MetLife Insurance Limited,Group Ordinary,DII,> 12 months,0.4
MLC Limited,Individual Non-Advised,CCI,0-2 weeks,91.9
MLC Limited,Individual Non-Advised,CCI,> 6 months to 12 months,0.1
MLC Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,6.9
MLC Limited,Individual Non-Advised,CCI,> 2 months to 6 months,1.1
MLC Limited,Individual Non-Advised,CCI,> 12 months,0.0
MLC Limited,Individual Non-Advised,DII,0-2 weeks,100.0
MLC Limited,Individual Non-Advised,DII,> 6 months to 12 months,0.0
MLC Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,0.0
MLC Limited,Individual Non-Advised,DII,> 2 months to 6 months,0.0
MLC Limited,Individual Non-Advised,DII,> 12 months,0.0
MLC Limited,Individual Advised,Death,0-2 weeks,26.3
MLC Limited,Individual Advised,Death,> 6 months to 12 months,3.5
MLC Limited,Individual Advised,Death,> 2 weeks to 2 months,37.0
MLC Limited,Individual Advised,Death,> 2 months to 6 months,31.5
MLC Limited,Individual Advised,Death,> 12 months,1.7
MLC Limited,Individual Advised,DII,0-2 weeks,68.3
MLC Limited,Individual Advised,DII,> 6 months to 12 months,0.5
MLC Limited,Individual Advised,DII,> 2 weeks to 2 months,26.3
MLC Limited,Individual Advised,DII,> 2 months to 6 months,4.6
MLC Limited,Individual Advised,DII,> 12 months,0.4
MLC Limited,Individual Advised,TPD,0-2 weeks,26.7
MLC Limited,Individual Advised,TPD,> 6 months to 12 months,13.3
MLC Limited,Individual Advised,TPD,> 2 weeks to 2 months,18.5
MLC Limited,Individual Advised,TPD,> 2 months to 6 months,34.9
MLC Limited,Individual Advised,TPD,> 12 months,6.7
MLC Limited,Individual Advised,Trauma,0-2 weeks,68.1
MLC Limited,Individual Advised,Trauma,> 6 months to 12 months,0.7
MLC Limited,Individual Advised,Trauma,> 2 weeks to 2 months,24.5
MLC Limited,Individual Advised,Trauma,> 2 months to 6 months,6.6
MLC Limited,Individual Advised,Trauma,> 12 months,0.0
MLC Limited,Group Super,Death,0-2 weeks,73.6
MLC Limited,Group Super,Death,> 6 months to 12 months,0.3
MLC Limited,Group Super,Death,> 2 weeks to 2 months,20.8
MLC Limited,Group Super,Death,> 2 months to 6 months,4.9
MLC Limited,Group Super,Death,> 12 months,0.2
MLC Limited,Group Super,DII,0-2 weeks,39.9
MLC Limited,Group Super,DII,> 6 months to 12 months,1.6
MLC Limited,Group Super,DII,> 2 weeks to 2 months,48.9
MLC Limited,Group Super,DII,> 2 months to 6 months,9.4
MLC Limited,Group Super,DII,> 12 months,0.2
MLC Limited,Group Super,TPD,0-2 weeks,15.0
MLC Limited,Group Super,TPD,> 6 months to 12 months,17.3
MLC Limited,Group Super,TPD,> 2 weeks to 2 months,20.9
MLC Limited,Group Super,TPD,> 2 months to 6 months,42.4
MLC Limited,Group Super,TPD,> 12 months,4.4
MLC Limited,Group Ordinary,DII,0-2 weeks,26.1
MLC Limited,Group Ordinary,DII,> 6 months to 12 months,1.1
MLC Limited,Group Ordinary,DII,> 2 weeks to 2 months,58.0
MLC Limited,Group Ordinary,DII,> 2 months to 6 months,14.8
MLC Limited,Group Ordinary,DII,> 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,0-2 weeks,99.2
NobleOak Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,0.8
NobleOak Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
NobleOak Life Limited,Individual Advised,Death,0-2 weeks,0.0
NobleOak Life Limited,Individual Advised,Death,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Advised,Death,> 12 months,0.0
NobleOak Life Limited,Individual Advised,TPD,0-2 weeks,0.0
NobleOak Life Limited,Individual Advised,TPD,> 6 months to 12 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 2 months to 6 months,0.0
NobleOak Life Limited,Individual Advised,TPD,> 12 months,0.0
OnePath Life Limited,Individual Non-Advised,CCI,0-2 weeks,39.5
OnePath Life Limited,Individual Non-Advised,CCI,> 6 months to 12 months,4.9
OnePath Life Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,33.8
OnePath Life Limited,Individual Non-Advised,CCI,> 2 months to 6 months,19.4
OnePath Life Limited,Individual Non-Advised,CCI,> 12 months,2.3
OnePath Life Limited,Individual Non-Advised,Death,0-2 weeks,12.3
OnePath Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,9.2
OnePath Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,40.8
OnePath Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,30.0
OnePath Life Limited,Individual Non-Advised,Death,> 12 months,7.7
OnePath Life Limited,Individual Non-Advised,DII,0-2 weeks,34.3
OnePath Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,1.4
OnePath Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,47.6
OnePath Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,14.3
OnePath Life Limited,Individual Non-Advised,DII,> 12 months,2.4
OnePath Life Limited,Individual Non-Advised,Funeral,0-2 weeks,14.7
OnePath Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,6.9
OnePath Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,52.0
OnePath Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,26.5
OnePath Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
OnePath Life Limited,Individual Non-Advised,Trauma,0-2 weeks,39.2
OnePath Life Limited,Individual Non-Advised,Trauma,> 6 months to 12 months,2.9
OnePath Life Limited,Individual Non-Advised,Trauma,> 2 weeks to 2 months,42.2
OnePath Life Limited,Individual Non-Advised,Trauma,> 2 months to 6 months,15.7
OnePath Life Limited,Individual Non-Advised,Trauma,> 12 months,0.0
OnePath Life Limited,Individual Advised,Death,0-2 weeks,34.9
